psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.75,0.54,0.52,0.6,0.61,0.62,0.65,0.63,0.64,0.65
