uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,large.tar,enwik8.tar,misc.tar,deepfield.tar,uiq-32.bin
0,0,0,0.85,0.66,0.7,0.57,0.5,0.5,0.56,0.48,0.43,0.61,0.67
