misc.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq-32.bin,silesia.tar,enwik8.tar,artificl.tar,ambivert.wav.tar,large.tar
0,0,0,0.79,0.85,0.87,0.84,0.87,0.88,0.87,0.88,0.89,0.85,0.84
