uiq-32.bin,uiq2-4.bin,uiq2-8.bin,artificl.tar,uiq2-16.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,misc.tar,enwik8.tar,large.tar,deepfield.tar,ambivert.wav.tar,silesia.tar
0,0,0,0.91,0.89,0.89,0.88,0.89,0.88,0.88,0.88,0.88,0.88,0.87
