large.tar,artificl.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,misc.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.49,0.48,0.6,0.67,0.73,0.73,0.76,0.78,0.76,0.74,0.75
