uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,large.tar,enwik8.tar,misc.tar,deepfield.tar,uiq-32.bin
0,0,0,0.98,0.95,0.92,0.92,0.89,0.87,0.84,0.81,0.82,0.81,0.78
