svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.58,0.59,0.61,0.6,0.47,0.57,0.44,0.52,0.47,0.45
