uiq2-4.bin,artificl.tar,deepfield.tar,silesia.tar,large.tar,uiq2-16.bin,ambivert.wav.tar,misc.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin
0,0,0,0.84,0.82,0.83,0.84,0.83,0.81,0.81,0.82,0.82,0.82,0.82
