svg-medium,psd-large,psd-small,jpeg-small,png-medium,svg-small,psd-medium,jpeg-large,png-small,jpeg-medium,svg-large,png-large
0,0,0,0.71,0.77,0.73,0.7,0.69,0.68,0.7,0.71,0.7,0.7
