uiq-32.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,ambivert.wav.tar,silesia.tar,artificl.tar,uiq2-16.bin,misc.tar,deepfield.tar,uiq2-8.bin,large.tar
0,0,0,0.89,0.88,0.87,0.87,0.86,0.85,0.83,0.8,0.78,0.75,0.75
