deepfield.tar,silesia.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq-32.bin
0,0,0,0.67,0.6,0.61,0.65,0.69,0.71,0.7,0.68,0.71,0.71,0.71
