uiq2-8.bin,enwik8.tar,ambivert.wav.tar,large.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,artificl.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,1.0,0.83,0.78,0.65,0.66,0.58,0.53,0.61,0.62,0.48,0.52
