fannie_mae_500k.tar,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,artificl.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,silesia.tar
0,0,0,0.9,0.92,0.91,0.9,0.89,0.75,0.68,0.73,0.74,0.75,0.73
