jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.89,0.84,0.76,0.68,0.57,0.55,0.48,0.49,0.45,0.54
