jpeg-small,svg-small,jpeg-medium,svg-medium,psd-medium,svg-large,png-small,png-medium,psd-small,png-large,jpeg-large,psd-large
0,0,0,0.69,0.69,0.71,0.72,0.7,0.65,0.68,0.69,0.7,0.72
