jpeg-small,svg-medium,jpeg-medium,psd-small,jpeg-large,png-medium,svg-large,png-large,svg-small,psd-medium,png-small,psd-large
0,0,0,0.76,0.44,0.47,0.42,0.45,0.56,0.48,0.55,0.5,0.37
