uiq-32.bin,vmlinux-5.10.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,large.tar,uiq2-16.bin,artificl.tar,silesia.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.89,0.9,0.86,0.83,0.83,0.83,0.83,0.8,0.76,0.77,0.77
