enwik8.tar,uiq2-4.bin,fannie_mae_500k.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,deepfield.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,silesia.tar
0,0,0,0.91,0.92,0.83,0.77,0.81,0.79,0.78,0.79,0.78,0.79,0.81
