psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.55,0.58,0.59,0.58,0.59,0.59,0.58,0.57,0.58,0.61
