vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,large.tar,enwik8.tar,silesia.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar
0,0,0,0.78,0.42,0.48,0.28,0.4,0.52,0.44,0.5,0.46,0.46,0.57
