vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,large.tar,enwik8.tar,silesia.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar
0,0,0,0.96,0.92,0.89,0.87,0.81,0.49,0.7,0.56,0.65,0.53,0.44
