vmlinux-5.10.tar,silesia.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar,misc.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin
0,0,0,0.96,0.94,0.94,0.94,0.91,0.9,0.91,0.87,0.83,0.79,0.79
