uiq-32.bin,uiq2-16.bin,uiq2-4.bin,artificl.tar,enwik8.tar,large.tar,misc.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.87,0.49,0.57,0.74,0.68,0.42,0.54,0.47,0.52,0.45,0.34
