enwik8.tar,misc.tar,fannie_mae_500k.tar,uiq2-8.bin,deepfield.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,silesia.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,uiq2-16.bin
0,0,0,0.64,0.65,0.73,0.74,0.72,0.75,0.77,0.79,0.74,0.72,0.71
