psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.67,0.67,0.67,0.49,0.5,0.36,0.34,0.42,0.41,0.41
