png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.76,0.77,0.62,0.65,0.44,0.36,0.51,0.47,0.55,0.42
