png-small,jpeg-large,jpeg-medium,png-medium,svg-medium,png-large,jpeg-small,svg-small,psd-small,svg-large,psd-large,psd-medium
0,0,0,0.88,0.89,0.88,0.76,0.61,0.67,0.6,0.69,0.53,0.64
