psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.8,0.69,0.64,0.63,0.62,0.63,0.65,0.68,0.66,0.66
