psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.86,0.89,0.88,0.86,0.83,0.77,0.76,0.75,0.71,0.71
