deepfield.tar,silesia.tar,fannie_mae_500k.tar,artificl.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,large.tar,enwik8.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.87,0.88,0.78,0.68,0.64,0.61,0.65,0.59,0.52,0.36,0.54
