psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.55,0.53,0.48,0.44,0.28,0.43,0.4,0.3,0.3,0.22
