jpeg-small,svg-medium,jpeg-medium,psd-small,jpeg-large,png-medium,svg-large,png-large,svg-small,psd-medium,png-small,psd-large
0,0,0,0.69,0.7,0.71,0.73,0.73,0.7,0.7,0.68,0.69,0.66
