enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.84,0.85,0.81,0.77,0.78,0.76,0.77,0.79,0.8,0.79,0.79
