png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.56,0.58,0.6,0.6,0.58,0.6,0.61,0.6,0.62,0.62
