psd-large,png-small,svg-medium,jpeg-medium,svg-large,png-medium,png-large,jpeg-large,svg-small,psd-medium,psd-small,jpeg-small
0,0,0,0.7,0.73,0.71,0.7,0.68,0.72,0.75,0.74,0.74,0.72
