png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.86,0.85,0.86,0.85,0.82,0.81,0.79,0.74,0.76,0.73
