psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.71,0.6,0.63,0.66,0.71,0.74,0.76,0.74,0.74,0.73
