jpeg-small,svg-small,jpeg-medium,svg-medium,psd-medium,svg-large,png-small,png-medium,psd-small,png-large,jpeg-large,psd-large
0,0,0,0.59,0.55,0.32,0.39,0.27,0.5,0.43,0.37,0.39,0.35
