jpeg-small,svg-small,jpeg-medium,svg-medium,psd-medium,svg-large,png-small,png-medium,psd-small,png-large,jpeg-large,psd-large
0,0,0,0.67,0.68,0.66,0.68,0.66,0.65,0.67,0.69,0.7,0.73
