enwik8.tar,uiq2-4.bin,large.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,artificl.tar,uiq-32.bin,ambivert.wav.tar,silesia.tar,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.93,0.87,0.87,0.88,0.88,0.86,0.82,0.79,0.71,0.71,0.73
