uiq2-8.bin,vmlinux-5.10.tar,uiq2-4.bin,enwik8.tar,uiq2-16.bin,artificl.tar,uiq-32.bin,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,deepfield.tar
0,0,0,0.78,0.81,0.85,0.87,0.84,0.81,0.78,0.76,0.74,0.73,0.73
