misc.tar,ambivert.wav.tar,enwik8.tar,uiq-32.bin,large.tar,vmlinux-5.10.tar,silesia.tar,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar
0,0,0,0.69,0.8,0.84,0.85,0.85,0.87,0.83,0.81,0.81,0.81,0.82
