fannie_mae_500k.tar,misc.tar,silesia.tar,large.tar,uiq2-4.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,artificl.tar,vmlinux-5.10.tar,uiq2-16.bin
0,0,0,0.93,0.9,0.9,0.89,0.88,0.88,0.88,0.87,0.87,0.86,0.85
