enwik8.tar,uiq2-16.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,uiq2-4.bin,deepfield.tar,uiq-32.bin,artificl.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.96,0.93,0.84,0.81,0.81,0.78,0.77,0.77,0.77,0.75,0.73
