svg-large,png-medium,jpeg-small,psd-large,svg-medium,psd-small,svg-small,psd-medium,jpeg-medium,png-large,jpeg-large,png-small
0,0,0,0.55,0.34,0.33,0.37,0.33,0.52,0.45,0.42,0.29,0.36
