png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.78,0.73,0.68,0.61,0.59,0.5,0.52,0.46,0.45,0.39
