uiq2-16.bin,uiq2-4.bin,large.tar,uiq2-8.bin,deepfield.tar,ambivert.wav.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,enwik8.tar,artificl.tar,uiq-32.bin
0,0,0,0.92,0.91,0.91,0.89,0.87,0.87,0.88,0.87,0.87,0.86,0.85
