artificl.tar,large.tar,silesia.tar,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin,uiq-32.bin,uiq2-16.bin,enwik8.tar
0,0,0,0.51,0.72,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.74,0.74
