psd-large,jpeg-large,svg-small,jpeg-small,png-medium,svg-large,psd-small,svg-medium,png-large,psd-medium,jpeg-medium,png-small
0,0,0,0.82,0.77,0.71,0.72,0.67,0.57,0.58,0.49,0.51,0.46
