psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.82,0.88,0.9,0.87,0.84,0.78,0.74,0.73,0.71,0.7
