jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.83,0.78,0.67,0.68,0.42,0.56,0.49,0.48,0.47,0.56
