uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,large.tar,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.96,0.88,0.9,0.89,0.85,0.81,0.79,0.76,0.73,0.75,0.75
