uiq2-8.bin,vmlinux-5.10.tar,uiq2-4.bin,enwik8.tar,uiq2-16.bin,artificl.tar,uiq-32.bin,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,silesia.tar,misc.tar,deepfield.tar
0,0,0,0.96,0.94,0.92,0.92,0.86,0.81,0.81,0.81,0.81,0.82,0.81
