silesia.tar,misc.tar,uiq2-4.bin,large.tar,uiq2-8.bin,uiq2-16.bin,artificl.tar,ambivert.wav.tar,enwik8.tar,fannie_mae_500k.tar,deepfield.tar,uiq-32.bin,vmlinux-5.10.tar
0,0,0,0.6,0.66,0.74,0.78,0.81,0.77,0.72,0.74,0.75,0.76,0.76
