png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.64,0.58,0.53,0.61,0.64,0.65,0.64,0.63,0.62,0.64
