png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.87,0.7,0.63,0.63,0.6,0.59,0.6,0.61,0.62,0.63
