png-medium,png-large,psd-small,psd-medium,jpeg-medium,jpeg-small,svg-medium,svg-large,psd-large,svg-small,jpeg-large,png-small
0,0,0,0.76,0.45,0.48,0.6,0.5,0.44,0.51,0.32,0.53,0.48
