psd-small,jpeg-medium,svg-large,psd-medium,png-small,psd-large,svg-small,png-large,jpeg-small,svg-medium,png-medium,jpeg-large
0,0,0,0.76,0.79,0.61,0.29,0.47,0.6,0.46,0.55,0.54,0.36
