png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.8,0.76,0.73,0.72,0.73,0.75,0.73,0.73,0.72,0.7
