psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.8,0.76,0.7,0.7,0.72,0.71,0.7,0.7,0.68,0.69
