psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.6,0.39,0.42,0.42,0.58,0.53,0.42,0.51,0.49,0.35
