jpeg-large,png-large,svg-small,svg-medium,psd-large,psd-small,psd-medium,jpeg-medium,svg-large,png-medium,jpeg-small,png-small
0,0,0,0.96,0.7,0.68,0.56,0.57,0.49,0.68,0.57,0.46,0.51
