svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.67,0.69,0.68,0.65,0.7,0.74,0.76,0.76,0.76,0.76
