jpeg-medium,png-small,psd-large,svg-medium,svg-large,psd-medium,png-medium,jpeg-small,png-large,svg-small,psd-small,jpeg-large
0,0,0,0.71,0.68,0.57,0.43,0.44,0.49,0.61,0.43,0.53,0.37
